Week 1 | Player Corp (ID: 1) | Development Start | Started New Product 1
Week 5 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 15 units (Order ID: 966)
Week 5 | Auto Dealer A (ID: 7) | B2B Delivery | Received 15 units (Order ID: 967)
Week 5 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 15 units (Order ID: 967)
Week 5 | Auto Dealer A (ID: 7) | B2B Delivery | Received 15 units (Order ID: 968)
Week 5 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 15 units (Order ID: 968)
Week 5 | Auto Dealer A (ID: 7) | B2B Delivery | Received 15 units (Order ID: 969)
Week 5 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 15 units (Order ID: 969)
Week 5 | Auto Dealer A (ID: 7) | B2B Delivery | Received 15 units (Order ID: 970)
Week 5 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 15 units (Order ID: 970)
Week 5 | Auto Dealer A (ID: 7) | B2B Delivery | Received 15 units (Order ID: 971)
Week 5 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 15 units (Order ID: 971)
Week 5 | Auto Dealer A (ID: 7) | B2B Delivery | Received 15 units (Order ID: 972)
Week 5 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 15 units (Order ID: 972)
Week 5 | Auto Dealer B (ID: 8) | B2B Delivery | Received 16 units (Order ID: 973)
Week 5 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 16 units (Order ID: 973)
Week 5 | Auto Dealer B (ID: 8) | B2B Delivery | Received 16 units (Order ID: 974)
Week 5 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 16 units (Order ID: 974)
Week 5 | Auto Dealer B (ID: 8) | B2B Delivery | Received 15 units (Order ID: 975)
Week 5 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 15 units (Order ID: 975)
Week 5 | Auto Dealer B (ID: 8) | B2B Delivery | Received 15 units (Order ID: 976)
Week 5 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 15 units (Order ID: 976)
Week 5 | Auto Dealer B (ID: 8) | B2B Delivery | Received 15 units (Order ID: 977)
Week 5 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 15 units (Order ID: 977)
Week 5 | Auto Dealer B (ID: 8) | B2B Delivery | Received 15 units (Order ID: 978)
Week 5 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 15 units (Order ID: 978)
Week 5 | Auto Dealer B (ID: 8) | B2B Delivery | Received 15 units (Order ID: 979)
Week 5 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 15 units (Order ID: 979)
Week 5 | Auto Dealer B (ID: 8) | B2B Delivery | Received 14 units (Order ID: 980)
Week 5 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 14 units (Order ID: 980)
Week 5 | Auto Dealer B (ID: 8) | B2B Delivery | Received 14 units (Order ID: 981)
Week 5 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 14 units (Order ID: 981)
Week 5 | Auto Dealer B (ID: 8) | B2B Delivery | Received 14 units (Order ID: 982)
Week 5 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 14 units (Order ID: 982)
Week 5 | Auto Dealer B (ID: 8) | B2B Delivery | Received 14 units (Order ID: 983)
Week 5 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 14 units (Order ID: 983)
Week 5 | Auto Dealer B (ID: 8) | B2B Delivery | Received 4 units (Order ID: 984)
Week 5 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 4 units (Order ID: 984)
Week 5 | Auto Dealer B (ID: 8) | B2B Delivery | Received 12 units (Order ID: 985)
Week 5 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 12 units (Order ID: 985)
Week 5 | Auto Dealer B (ID: 8) | B2B Delivery | Received 2 units (Order ID: 986)
Week 5 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 2 units (Order ID: 986)
Week 5 | Auto Dealer B (ID: 8) | B2B Delivery | Received 14 units (Order ID: 987)
Week 5 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 14 units (Order ID: 987)
Week 5 | Auto Dealer B (ID: 8) | B2B Delivery | Received 14 units (Order ID: 988)
Week 5 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 14 units (Order ID: 988)
Week 5 | Auto Dealer B (ID: 8) | B2B Delivery | Received 14 units (Order ID: 989)
Week 5 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 14 units (Order ID: 989)
Week 5 | Auto Dealer B (ID: 8) | B2B Delivery | Received 14 units (Order ID: 990)
Week 5 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 14 units (Order ID: 990)
Week 5 | Auto Dealer B (ID: 8) | B2B Delivery | Received 14 units (Order ID: 991)
Week 5 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 14 units (Order ID: 991)
Week 5 | Auto Dealer B (ID: 8) | B2B Delivery | Received 13 units (Order ID: 992)
Week 5 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 13 units (Order ID: 992)
Week 5 | Auto Dealer B (ID: 8) | B2B Delivery | Received 11 units (Order ID: 993)
Week 5 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 11 units (Order ID: 993)
Week 5 | Auto Dealer C (ID: 9) | B2B Delivery | Received 24 units (Order ID: 994)
Week 5 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 24 units (Order ID: 994)
Week 5 | Auto Dealer C (ID: 9) | B2B Delivery | Received 21 units (Order ID: 995)
Week 5 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 21 units (Order ID: 995)
Week 5 | Auto Dealer C (ID: 9) | B2B Delivery | Received 17 units (Order ID: 996)
Week 5 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 17 units (Order ID: 996)
Week 5 | Auto Dealer C (ID: 9) | B2B Delivery | Received 21 units (Order ID: 997)
Week 5 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 21 units (Order ID: 997)
Week 5 | Auto Dealer C (ID: 9) | B2B Delivery | Received 21 units (Order ID: 998)
Week 5 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 21 units (Order ID: 998)
Week 5 | Auto Dealer C (ID: 9) | B2B Delivery | Received 21 units (Order ID: 999)
Week 5 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 21 units (Order ID: 999)
Week 5 | Auto Dealer C (ID: 9) | B2B Delivery | Received 19 units (Order ID: 1000)
Week 5 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 19 units (Order ID: 1000)
Week 5 | Auto Dealer C (ID: 9) | B2B Delivery | Received 21 units (Order ID: 1002)
Week 5 | Rival Motors C (ID: 4) | B2B Shipment | Shipped 21 units (Order ID: 1002)
Week 5 | Auto Dealer C (ID: 9) | B2B Delivery | Received 4 units (Order ID: 1003)
Week 5 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 4 units (Order ID: 1003)
Week 5 | Auto Dealer C (ID: 9) | B2B Delivery | Received 1 units (Order ID: 1005)
Week 5 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 1 units (Order ID: 1005)
Week 5 | Auto Dealer C (ID: 9) | B2B Delivery | Received 17 units (Order ID: 1007)
Week 5 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 17 units (Order ID: 1007)
Week 5 | Auto Dealer C (ID: 9) | B2B Delivery | Received 20 units (Order ID: 1009)
Week 5 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 20 units (Order ID: 1009)
Week 5 | Auto Dealer D (ID: 10) | B2B Delivery | Received 23 units (Order ID: 1011)
Week 5 | Rival Motors B (ID: 3) | B2B Shipment | Shipped 23 units (Order ID: 1011)
Week 5 | Auto Dealer D (ID: 10) | B2B Delivery | Received 1 units (Order ID: 1018)
Week 5 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 1 units (Order ID: 1018)
Week 5 | Auto Dealer D (ID: 10) | B2B Delivery | Received 16 units (Order ID: 1019)
Week 5 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 16 units (Order ID: 1019)
Week 5 | Auto Dealer D (ID: 10) | B2B Delivery | Received 2 units (Order ID: 1021)
Week 5 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 2 units (Order ID: 1021)
Week 5 | Auto Dealer D (ID: 10) | B2B Delivery | Received 4 units (Order ID: 1024)
Week 5 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 4 units (Order ID: 1024)
Week 5 | Auto Dealer D (ID: 10) | B2B Delivery | Received 18 units (Order ID: 1028)
Week 5 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 18 units (Order ID: 1028)
Week 5 | Auto Dealer D (ID: 10) | B2B Delivery | Received 6 units (Order ID: 1031)
Week 5 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 6 units (Order ID: 1031)
Week 5 | Auto Dealer E (ID: 11) | B2B Delivery | Received 1 units (Order ID: 1039)
Week 5 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 1 units (Order ID: 1039)
Week 5 | Auto Dealer E (ID: 11) | B2B Delivery | Received 4 units (Order ID: 1041)
Week 5 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 4 units (Order ID: 1041)
Week 5 | Auto Dealer E (ID: 11) | B2B Delivery | Received 11 units (Order ID: 1042)
Week 5 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 11 units (Order ID: 1042)
Week 5 | Auto Dealer E (ID: 11) | B2B Delivery | Received 18 units (Order ID: 1045)
Week 5 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 18 units (Order ID: 1045)
Week 5 | Auto Dealer E (ID: 11) | B2B Delivery | Received 17 units (Order ID: 1053)
Week 5 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 17 units (Order ID: 1053)
Week 5 | Auto Dealer F (ID: 12) | B2B Delivery | Received 1 units (Order ID: 1056)
Week 5 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 1 units (Order ID: 1056)
Week 5 | Auto Dealer F (ID: 12) | B2B Delivery | Received 13 units (Order ID: 1072)
Week 5 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 13 units (Order ID: 1072)
Week 5 | Auto Dealer F (ID: 12) | B2B Delivery | Received 14 units (Order ID: 1075)
Week 5 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 14 units (Order ID: 1075)
Week 5 | Auto Dealer F (ID: 12) | B2B Delivery | Received 8 units (Order ID: 1076)
Week 5 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 8 units (Order ID: 1076)
Week 5 | Auto Dealer G (ID: 13) | B2B Delivery | Received 16 units (Order ID: 1090)
Week 5 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 16 units (Order ID: 1090)
Week 5 | Auto Dealer H (ID: 14) | B2B Delivery | Received 1 units (Order ID: 1112)
Week 5 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 1 units (Order ID: 1112)
Week 5 | Auto Dealer H (ID: 14) | B2B Delivery | Received 11 units (Order ID: 1114)
Week 5 | Rival Motors D (ID: 5) | B2B Shipment | Shipped 11 units (Order ID: 1114)
Week 5 | Auto Dealer H (ID: 14) | B2B Delivery | Received 1 units (Order ID: 1119)
Week 5 | Rival Motors E (ID: 6) | B2B Shipment | Shipped 1 units (Order ID: 1119)
Week 5 | Auto Dealer I (ID: 15) | B2B Delivery | Received 1 units (Order ID: 1130)
Week 5 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 1 units (Order ID: 1130)
Week 5 | Auto Dealer J (ID: 16) | B2B Delivery | Received 1 units (Order ID: 1143)
Week 5 | Rival Motors A (ID: 2) | B2B Shipment | Shipped 1 units (Order ID: 1143)
Week 5 | Auto Dealer A (ID: 7) | Retail Sales | Sold 1 units of Start Model
Week 5 | Auto Dealer A (ID: 7) | Retail Sales | Sold 25 units of Start Model
Week 5 | Auto Dealer A (ID: 7) | Retail Sales | Sold 47 units of Start Model
Week 5 | Auto Dealer A (ID: 7) | Retail Sales | Sold 28 units of Start Model
Week 5 | Auto Dealer A (ID: 7) | Retail Sales | Sold 19 units of Start Model
Week 5 | Auto Dealer A (ID: 7) | Retail Sales | Sold 33 units of Start Model
Week 5 | Auto Dealer B (ID: 8) | Retail Sales | Sold 1 units of Start Model
Week 5 | Auto Dealer B (ID: 8) | Retail Sales | Sold 35 units of Start Model
Week 5 | Auto Dealer B (ID: 8) | Retail Sales | Sold 25 units of Start Model
Week 5 | Auto Dealer B (ID: 8) | Retail Sales | Sold 21 units of Start Model
Week 5 | Auto Dealer B (ID: 8) | Retail Sales | Sold 27 units of Start Model
Week 5 | Auto Dealer B (ID: 8) | Retail Sales | Sold 30 units of Start Model
Week 5 | Auto Dealer C (ID: 9) | Retail Sales | Sold 2 units of Start Model
Week 5 | Auto Dealer C (ID: 9) | Retail Sales | Sold 31 units of Start Model
Week 5 | Auto Dealer C (ID: 9) | Retail Sales | Sold 35 units of Start Model
Week 5 | Auto Dealer C (ID: 9) | Retail Sales | Sold 31 units of Start Model
Week 5 | Auto Dealer C (ID: 9) | Retail Sales | Sold 22 units of Start Model
Week 5 | Auto Dealer C (ID: 9) | Retail Sales | Sold 27 units of Start Model
Week 5 | Auto Dealer D (ID: 10) | Retail Sales | Sold 1 units of Start Model
Week 5 | Auto Dealer D (ID: 10) | Retail Sales | Sold 31 units of Start Model
Week 5 | Auto Dealer D (ID: 10) | Retail Sales | Sold 37 units of Start Model
Week 5 | Auto Dealer D (ID: 10) | Retail Sales | Sold 17 units of Start Model
Week 5 | Auto Dealer D (ID: 10) | Retail Sales | Sold 23 units of Start Model
Week 5 | Auto Dealer D (ID: 10) | Retail Sales | Sold 27 units of Start Model
Week 5 | Auto Dealer E (ID: 11) | Retail Sales | Sold 2 units of Start Model
Week 5 | Auto Dealer E (ID: 11) | Retail Sales | Sold 18 units of Start Model
Week 5 | Auto Dealer E (ID: 11) | Retail Sales | Sold 27 units of Start Model
Week 5 | Auto Dealer E (ID: 11) | Retail Sales | Sold 21 units of Start Model
Week 5 | Auto Dealer E (ID: 11) | Retail Sales | Sold 18 units of Start Model
Week 5 | Auto Dealer F (ID: 12) | Retail Sales | Sold 2 units of Start Model
Week 5 | Auto Dealer F (ID: 12) | Retail Sales | Sold 34 units of Start Model
Week 5 | Auto Dealer F (ID: 12) | Retail Sales | Sold 1 units of Start Model
Week 5 | Auto Dealer F (ID: 12) | Retail Sales | Sold 24 units of Start Model
Week 5 | Auto Dealer F (ID: 12) | Retail Sales | Sold 19 units of Start Model
Week 5 | Auto Dealer G (ID: 13) | Retail Sales | Sold 3 units of Start Model
Week 5 | Auto Dealer G (ID: 13) | Retail Sales | Sold 22 units of Start Model
Week 5 | Auto Dealer G (ID: 13) | Retail Sales | Sold 28 units of Start Model
Week 5 | Auto Dealer G (ID: 13) | Retail Sales | Sold 4 units of Start Model
Week 5 | Auto Dealer H (ID: 14) | Retail Sales | Sold 1 units of Start Model
Week 5 | Auto Dealer H (ID: 14) | Retail Sales | Sold 1 units of Start Model
Week 5 | Auto Dealer H (ID: 14) | Retail Sales | Sold 17 units of Start Model
Week 5 | Auto Dealer H (ID: 14) | Retail Sales | Sold 22 units of Start Model
Week 5 | Auto Dealer H (ID: 14) | Retail Sales | Sold 27 units of Start Model
Week 5 | Auto Dealer I (ID: 15) | Retail Sales | Sold 3 units of Start Model
Week 5 | Auto Dealer I (ID: 15) | Retail Sales | Sold 1 units of Start Model
Week 5 | Auto Dealer I (ID: 15) | Retail Sales | Sold 5 units of Start Model
Week 5 | Auto Dealer I (ID: 15) | Retail Sales | Sold 46 units of Start Model
Week 5 | Auto Dealer J (ID: 16) | Retail Sales | Sold 1 units of Start Model
Week 5 | Auto Dealer J (ID: 16) | Retail Sales | Sold 1 units of Start Model
Week 5 | Auto Dealer J (ID: 16) | Retail Sales | Sold 18 units of Start Model
Week 5 | Auto Dealer J (ID: 16) | Retail Sales | Sold 25 units of Start Model
Week 5 | Rival Motors A (ID: 2) | Development Complete | Completed Model 542-K
Week 5 | Rival Motors B (ID: 3) | Development Complete | Completed Model 308-C
Week 5 | Rival Motors C (ID: 4) | Development Complete | Completed Model 133-R
Week 5 | Rival Motors D (ID: 5) | Development Complete | Completed Model 931-V
Week 5 | Rival Motors E (ID: 6) | Development Complete | Completed Model 883-Z
Week 6 | Rival Motors A (ID: 2) | HR Hiring Offer | Offered 3040000 yen to NPC_6519 (ID: 24727)
Week 6 | Rival Motors A (ID: 2) | HR Hiring Offer | Offered 2160000 yen to NPC_4874 (ID: 24752)
Week 6 | Rival Motors A (ID: 2) | HR Hiring Offer | Offered 3200000 yen to NPC_7832 (ID: 24546)
Week 6 | Rival Motors A (ID: 2) | Production | Produced 187 units of Start Model
Week 6 | Rival Motors A (ID: 2) | Production | Produced 111 units of Model 542-K
Week 6 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1170 (16 units)
Week 6 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1172 (16 units)
Week 6 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1183 (15 units)
Week 6 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1184 (14 units)
Week 6 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1188 (13 units)
Week 6 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1190 (12 units)
Week 6 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1195 (11 units)
Week 6 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1199 (11 units)
Week 6 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1200 (11 units)
Week 6 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1202 (11 units)
Week 6 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1207 (19 units)
Week 6 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1208 (18 units)
Week 6 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1211 (18 units)
Week 6 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1215 (16 units)
Week 6 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1220 (16 units)
Week 6 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1222 (16 units)
Week 6 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1224 (15 units)
Week 6 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1227 (15 units)
Week 6 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1228 (15 units)
Week 6 | Rival Motors A (ID: 2) | B2B Accept | Accepted Order ID 1234 (14 units)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1236 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1241 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1244 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1248 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1251 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1253 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1259 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1262 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1265 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1266 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1267 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1275 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1276 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1282 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1285 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1290 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1292 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1293 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1298 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1306 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1308 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1310 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1311 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1313 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1317 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1318 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1323 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1325 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1326 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1330 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1331 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1342 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1343 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1344 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1346 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1347 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1349 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | B2B Reject | Rejected Order ID 1351 (Insufficient Stock)
Week 6 | Rival Motors A (ID: 2) | Advertising | Product Ad for Model 542-K (Budget: 105000000)
Week 6 | Rival Motors B (ID: 3) | HR Hiring Offer | Offered 4000000 yen to NPC_4776 (ID: 24662)
Week 6 | Rival Motors B (ID: 3) | HR Hiring Offer | Offered 2800000 yen to NPC_1771 (ID: 24703)
Week 6 | Rival Motors B (ID: 3) | HR Hiring Offer | Offered 3600000 yen to NPC_1639 (ID: 24149)
Week 6 | Rival Motors B (ID: 3) | Production | Produced 167 units of Start Model
Week 6 | Rival Motors B (ID: 3) | Production | Produced 114 units of Model 308-C
Week 6 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1173 (16 units)
Week 6 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1175 (16 units)
Week 6 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1182 (15 units)
Week 6 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1186 (14 units)
Week 6 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1189 (12 units)
Week 6 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1196 (11 units)
Week 6 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1197 (11 units)
Week 6 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1212 (17 units)
Week 6 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1213 (17 units)
Week 6 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1221 (11 units)
Week 6 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1223 (15 units)
Week 6 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1237 (14 units)
Week 6 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1247 (17 units)
Week 6 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1249 (17 units)
Week 6 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1256 (17 units)
Week 6 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1257 (15 units)
Week 6 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1258 (16 units)
Week 6 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1261 (16 units)
Week 6 | Rival Motors B (ID: 3) | B2B Accept | Accepted Order ID 1264 (16 units)
Week 6 | Rival Motors B (ID: 3) | B2B Reject | Rejected Order ID 1279 (Insufficient Stock)
Week 6 | Rival Motors B (ID: 3) | B2B Reject | Rejected Order ID 1281 (Insufficient Stock)
Week 6 | Rival Motors B (ID: 3) | B2B Reject | Rejected Order ID 1286 (Insufficient Stock)
Week 6 | Rival Motors B (ID: 3) | B2B Reject | Rejected Order ID 1288 (Insufficient Stock)
Week 6 | Rival Motors B (ID: 3) | B2B Reject | Rejected Order ID 1289 (Insufficient Stock)
Week 6 | Rival Motors B (ID: 3) | B2B Reject | Rejected Order ID 1303 (Insufficient Stock)
Week 6 | Rival Motors B (ID: 3) | B2B Reject | Rejected Order ID 1307 (Insufficient Stock)
Week 6 | Rival Motors B (ID: 3) | B2B Reject | Rejected Order ID 1328 (Insufficient Stock)
Week 6 | Rival Motors B (ID: 3) | B2B Reject | Rejected Order ID 1329 (Insufficient Stock)
Week 6 | Rival Motors B (ID: 3) | B2B Reject | Rejected Order ID 1335 (Insufficient Stock)
Week 6 | Rival Motors B (ID: 3) | B2B Reject | Rejected Order ID 1340 (Insufficient Stock)
Week 6 | Rival Motors B (ID: 3) | B2B Reject | Rejected Order ID 1358 (Insufficient Stock)
Week 6 | Rival Motors B (ID: 3) | B2B Reject | Rejected Order ID 1359 (Insufficient Stock)
Week 6 | Rival Motors B (ID: 3) | B2B Reject | Rejected Order ID 1362 (Insufficient Stock)
Week 6 | Rival Motors B (ID: 3) | Advertising | Product Ad for Model 308-C (Budget: 111000000)
Week 6 | Rival Motors C (ID: 4) | HR Hiring Offer | Offered 3280000 yen to NPC_2674 (ID: 24728)
Week 6 | Rival Motors C (ID: 4) | HR Hiring Offer | Offered 3760000 yen to NPC_7314 (ID: 24720)
Week 6 | Rival Motors C (ID: 4) | HR Hiring Offer | Offered 3920000 yen to NPC_5076 (ID: 24423)
Week 6 | Rival Motors C (ID: 4) | Production | Produced 163 units of Start Model
Week 6 | Rival Motors C (ID: 4) | Production | Produced 110 units of Model 133-R
Week 6 | Rival Motors C (ID: 4) | B2B Accept | Accepted Order ID 1176 (15 units)
Week 6 | Rival Motors C (ID: 4) | B2B Accept | Accepted Order ID 1178 (15 units)
Week 6 | Rival Motors C (ID: 4) | B2B Accept | Accepted Order ID 1180 (1 units)
Week 6 | Rival Motors C (ID: 4) | B2B Accept | Accepted Order ID 1181 (15 units)
Week 6 | Rival Motors C (ID: 4) | B2B Accept | Accepted Order ID 1192 (11 units)
Week 6 | Rival Motors C (ID: 4) | B2B Accept | Accepted Order ID 1193 (11 units)
Week 6 | Rival Motors C (ID: 4) | B2B Accept | Accepted Order ID 1194 (11 units)
Week 6 | Rival Motors C (ID: 4) | B2B Accept | Accepted Order ID 1204 (10 units)
Week 6 | Rival Motors C (ID: 4) | B2B Accept | Accepted Order ID 1205 (10 units)
Week 6 | Rival Motors C (ID: 4) | B2B Accept | Accepted Order ID 1209 (18 units)
Week 6 | Rival Motors C (ID: 4) | B2B Accept | Accepted Order ID 1217 (16 units)
Week 6 | Rival Motors C (ID: 4) | B2B Accept | Accepted Order ID 1219 (16 units)
